main_headline,classification
"MILITARY SHOW AT PARIS; War, Ancient and Modern, Contrasted at the Exposition. NEW ENGINES OF DESTRUCTION They Have Taken All the Romance from the Battlefield -- Relics of the Petit Caporal.",5.0
On the Wheel at Hillsgrove.,7.0
FATALITIES IN PITTSBURG.; Four Drownings and One Death by Burning Yesterday's Record.,5.0
Where She Drew the Line.,7.0
THE NEWS OF NEWPORT.,7.0
"AMERICA'S OWN DICK TURPIN.; Some English People Good-Naturedly Tell About Their Meeting This Most Gentle, Genteel Robber.",5.0
Horse Show for Orange.,7.0
CHINGAN PASS CAPTURED.,7.0
SIR WILLIAM STOKES DEAD.; Surgeon in Ordinary to the Queen in Ireland Expires in South Africa.,9.0
"OUR LONDON CABLE.; GOLD INFLUX BRINGS RELIEF End of an Anxious Week Shows Loan Rates at 3 Per Cent, and Discount Near 3 1/2 -- The Cry Still for More Gold -- The Market Bound to Harden Shortly -- No Rise of Discount Expected on the Continent.",5.0
Fly-Casting Champions Contest.,7.0
Marriage Announcement 1 -- No Title,7.0
THE FINANCIAL MARKETS,7.0
uu Funeral of George H. Wallace.,7.0
FRIGHTENED NEGRO KILLS GIRL.; Latter Had Wrapped Herself in a Sheet to be Taken for a Ghost.,5.0
"TRIP PLEASED CUBAN TEACHERS.; Returned from Washington Hungry, but Delighted with the Visit.",5.0
THE CRUSH AT THE BRIDGE.,7.0
THE APOLOGISTS FOR BRYAN.,3.0
FUGITIVE LUNATIC CAPTURED.; Hancock Identified by Farmer from Whom He Begged a Breakfast.,5.0
SUNDAY BASEBALL GAMES.; New Yorks Were Unable to Bunch Hits and Lost to Chicago.,5.0
"BOYS AS HOUSE SERVANTS.; Experiment Being Tried in Milwaukee, It Is Said, with Success.",5.0
No Treats for Voters.,7.0
THE PLOT AGAINST LORD ROBERTS.,7.0
MGR. IRELAND SPEAKS IN ROME.; Makes an Address on American Liberty at the Vatican.,5.0
Reward for Russian Commander.,7.0
DR. FRANKLIN BOOTH DEAD.; His Heroic Struggle for Life After His Legs Were Crushed Was of No Avail.,5.0
Queen Victoria's Fancy Work.,7.0
GREAT DROUGHT IN KANSAS.; Corn Crop Expected to be the Smallest in Years.,5.0
"GEORGE H. STUDWELL A SUICIDE.; Shot Himself at the Home of His Son-in-Law, Eugene B. Sanger.",5.0
PAVED WITH TOMBSTONES.; A Street in Philadelphia Thus Strangely Covered.,5.0
NEW TEAM RECORD TO HARNESS.; P.C. Knox Said to Have Driven Wert and Dr. Leek in 2:10 1/2.,5.0
Front Page 4 -- No Title,7.0
COLOMBIA REBELS SUBMIT.; Revolutionists Make an Absolute Surrender at San Vicente.,5.0
G.A.R.'S NEXT COMMANDER.; Belief that Major Rausseur of St. Louis Will Be Elected.,5.0
Royal Mourning Rules.,7.0
MORESCA'S PURPOSE HERE; Letter Found in Bresci's Lodging Shows Murderous Intention. Is Known to the Italian Police as a Most Fanatical Anarchist -- Men Still Detained.,5.0
Why One Reader Likes The Times.,7.0
"J.E. ADDICKS BUYS ""BELVOIR.""; Gets the Newport House Now Occupied by W.K. Vanderbilt, Jr.",5.0
CHINESE HOLD OUT IN FORBIDDEN CITY; Remey Says Empress Is Reported Still in Peking. MESSAGE FROM GEN. CHAFFEE American Casualties in Attack on the Capital Only Eight Wounded -- Russians Seize Right Bank of the Amur.,5.0
THE WEEK'S GOLF EVENTS; Preparatory Play to Women's National Championship. ENTRIES CLOSE TO-MORROW Four Club Tournaments Scheduled for the Deal Beach Links -- A Team Match with Red Bank.,5.0
"GEORGIA COTTON CROP SHORT.; Indications that IT Will Be 200,000 Bales Less than in 1899.",5.0
PART OF PEKING ON FIRE.,7.0
Eleven Nations Will Claim Damages.,7.0
Drowned While Watering His Horse.,7.0
THE CUBAN LOVING CUP.; President Eliot's Acceptance of the Gift from the Visiting Teachers.,5.0
TOPICS OF THE TIMES.,4.0
HARLEM OARSMEN ACTIVE; Many Crews Preparing for the Middle States Regatta. PITTSBURG SEEKS ENTRIES Goepfert and Binzen of the Metropolitan Boat Club Break a Boat -- Ten Eyck Will Abandon the Sweeps.,5.0
SIMULATED ABNORMITY.; Curious Power of a Negro Who Seems to Have Deceived Many Physicians.,5.0
Front Page 2 -- No Title,7.0
ACCUSED WOMAN A SUICIDE.; Mrs. Frazer Killed Herself Rather than Suffer Arraignment in Court for Examination.,5.0
Happy Arrangement.,7.0
"CONGRESSES AT PARIS FAIR.; Eight in One Day, and Everybody Wears Some of Their Badges.",5.0
Front Page 3 -- No Title,7.0
DEMAND BY VICEROYS.; Say They Will Become Hostile to Foreigners If Immunity Is Not Granted to Empress Dowager.,5.0
69TH BOYS CANNOT ATTEND.; Col. Duffy Won't Allow the Regiment to be Represented at Long Branch Tournament.,5.0
PRIEST BARS UNIFORMED BODY.; Garibaldi Society Ignores Orders and Is Shut from Trenton Church.,5.0
LOSSES BY FIRE.,7.0
GOV. ROOSEVELT DENIES ATTACK ON DEMOCRATS; Referred in His St. Paul Speech to Populists. DECLARES IT WAS FALSIFIED Quotes from it in Letter to Gen. Palmer and Reiterates Appeal to All Voters.,5.0
"LARNED TENNIS FAVORITE.; George Wrenn, Too, Has Many Admirers for the Final of the All-Comers To-day.",5.0
Russian Press Counsels Moderation.,7.0
REASONABLENESS OF PRAYER.; Dr. John Henry Barrows Preaches Before the Chautauqua Assembly.,5.0
LIVELY SPEEDWAY TRIALS; Many Amateur Drivers Try Their Horses on the Course. BUSY MORNING FOR WHISTLE Dr. Nelden's Gelding First in a Couple of Contests -- Dundess and Oscar in Front.,5.0
Matches Baby's Deadly Playthings.,7.0
"SCIENTIFIC KITE FLYING.; England Started It, but the United States Has Made Most Progress -- The Use of It.",5.0
BROTHER FINDS BODY OF MURDERED SISTER; Woman Beaten to Death in Her Own Rooms. POLICE HOLD THE YOUNG MAN Mystery Surrounds Catharine Scharn's Tragic End -- Her Friend Arrested Hammer and Mask Discovered.,5.0
Backward Children.,7.0
Fatally Injured by Trolley Car.,7.0
PARTY APPEAL TO VOTERS; Republican Argument for the Reelection of Mr. McKinley. GIVES PHILIPPINE PROGRAMME National Committee Says that Pledges Have Been Kept and that Prosperity Is Widespread.,5.0
"CENTRAL FEDERATED UNION; Industrial Commissioner Durand Strikes a Snag. Meets with a Tart Reception in Asking for Labor Information, and His Request Is Refused.",5.0
RACES FOR THE SEVENTIES.; Yachts Yankee and Mineola Have Each Eight Points in the Series So Far.,9.0
IN DEFENSE OF PLAGIARISM.; Many Eminent Persons Practice It and to the Benefit of the Reader.,5.0
ITALIAN'S STILL DETAINED.; They Were Brought to the Burge Office Apparently Without Orders.,9.0
"CONVICT COOMBS'S FINE UNPAID.; Ex-Coroner's Sentence Expires To-day, but His Release Is Doubtful.",5.0
"A MOUNTAIN-CLIMBING RECORD; Interview with Dr. and Mrs. Workman, Americans, Who Together Conquered the Himalayas.",5.0
Framee Disaster Due to Mistake.,7.0
MONEY AND EXCHANGE.,7.0
ATTACK ON SHAH POLICE FAKE?; Paris Official Says Salson's Act Was Prearranged by the Authorities.,5.0
GERMAN MONEY AND TRADE.,7.0
"MERCHANTS CONDEMN THE RAMAPO CONTRACT; City Would Lose Under It $195,000,000 in Forty Years. PROFIT IN MUNICIPAL PLANT Report of the Association's Committee on New York's Water Supply -- Gov. Roosevelt's Advice.",4.0
CHICAGO QUOTATIONS.,7.0
"$25,000 EXPRESS ROBBERY.; Daring Theft of Money Package En Route from Chicago to Burlington.",9.0
DE WET MENACES BRITISH.; Demands Surrender of Baden-Powell's Force -- Evidently Moving Eastward.,5.0
Gift to Rochester's German Church.,7.0
CUBA'S SUCCESS IN PARIS.; Island's Exhibit Receives 140 Prizes at Exposition.,9.0
CONEY ISLAND'S GREAT CROWD.; A Youthful Fagin Arrested -- Bathers Escape Police and Board a Trolley Car.,5.0
CALEB POWERS'S APPEAL.; Convicted Man Denounces His Trial as a Farce and Asserts His Innocence.,5.0
Woman Cyclist on Long Journey.,6.0
Gen. Weaver Calls on Mr. Bryan.,7.0
Exact Position of Brooks's Comet.,7.0
"""KING OF THE COWBOYS"" DEAD.; Sergt. Taylor, Formerly of Gov. Roosevelt's Staff, Passes Away.",5.0
CUBANS URGE EVACUATI0N; Delegation Not Satisfied with Its Appeal to Mr. McKinley. Resent American Interference in Coming Constitutional Convention -- Hint at Possible Revolution.,7.0
A QUESTION OF PRESENT DUTY.,4.0
NEW DIGNITY FOR A MISS.; A Little Milwaukee Girl Thoroughly Appreciates It.,5.0
FEAR LOSS OF LIFE IN FIRE.; Panic Caused by Flames in Small Dwelling Houses Occupied by Italians.,5.0
FOREIGN BANK HOLDINGS.,7.0
JACQUELIN CYCLE CHAMPION.; French Rider Won the Title in Final of Paris Races.,5.0
PRIMARY FIGHTS CERTAIN; Sharp Contests for District Leadership in Both Parties. Interest in Gruber-Austin War-Brookfield Again Active -- Sheehan's Struggle with Tammany Leaders.,5.0
GUGGENHEIMER OUTBID RIVAL.; Acting Mayor Boomed Long Branch Property by Buying Drexel Cottage.,5.0
French Minister Decorated.,7.0
BIG COAL STRIKE THREATENS.; Miners in Pennysylvania Anthracite Region Expect to Quit Work.,5.0
"Narrow Escape of 1,000 Excursionists.",7.0
EXPRESS AGAIN IN PERIL.; Fast Train from Atlantic City Nearly Wrecked Last Week Delayed by Accident -- Passengers Alarmed.,5.0
BODIES OF MINERS FOUND.,7.0
CORDUA'S GUILT ADMITTED.,7.0
IN FOREIGN LANDS.,9.0
BANK STATEMENT.,7.0
Lodge -- Davis.,7.0
MISSIONARIES IN CHINA.,7.0
Bank of Spain's Report.,7.0
Front Page 1 -- No Title,7.0
Killed by Fall from Window.,7.0
LI-PING-HENG KILLED?,7.0
CABLE SERVICE TIED UP.; Severe Storms Retard Communication from Various Parts of the Country.,5.0
EXPANSION.; Countries Flourish Only So Long as They Grow.,5.0
SOME NEBRASKA CONDITIONS.,7.0
"SERVICE FOR KING HUMBERT; The President Attends Impressive Ceremony in Washington. Members of Cabinet, Representatives of Foreign Countries, and High Officials Also Present.",5.0
Turners' Day at Union Hill.,7.0
SHOT FATHER IN SELF-DEFENSE.; The Son Is Exonerated by a Nebraska Jury.,5.0
SOMETHING NEW IN GOLF.; A Machine Which Enables You to Play in the House.,5.0
Electric Cartridges.,7.0
New York Central Makes New Record.,7.0
A Woman's Enormous Liver.,6.0
Shah Not Attacked in Ostend.,7.0
"FUTURITY IS ON SATURDAY; Richest Prize of American Turf to Open Fall Campaign. RACE WILL BE WORTH $40,000 Keenes with Four and Whitney with Three Starters Chief Among Bidders for the Stakes.",5.0
FOREIGN TRADE FIGURES.,7.0
WHEEL RACES AT VAILSBURG.; Fast Time Made by Amateurs in the One-Mile Tandem Event.,5.0
ATTEMPT TO WRECK A TRAIN.; Rail Placed on Lehigh Valley Road's Track in Pennsylvania.,5.0
AUSTRIANS HONOR THE EMPEROR.; Birth Anniversary of Francis Joseph II. Celebrated In New York.,5.0
THREE AND A HALF MILLIONS.,7.0
"RUSSIANS SEIZE THE AMUR.; Have Conquered the Right Bank of the River, Which Is Therefore No Longer the Frontier.",5.0
NEW JERSEY LABOR CONGRESS.; To Demand Two Firemen on Camel-Back Locomotives.,5.0
"""Pat"" Tebeau Resigns from St. Louis.",7.0
"NOT ""STRANDED,"" HE SAYS.; Agent Emmons Says Christian Endeavorers Finished Their Tour on Time.",5.0
"RECTOR ACCUSES POLICE; Declares They Planned and Fomented the Race Outbreak. ""Municipal Rioters and Lawbreakers"" the Terms Used by Dr. Babbitt of Brooklyn.",8.0
THE WEEK'S TRANSACTIONS.,7.0
"NO HOPE FOR INJURED DIVER.; Son of the Rev. C.H. Mann Cannot Recover, It Is Said.",5.0
GERMANS HOLD FESTIVAL; Plattdutsche Volksfest Verein Gather at Hoboken. Representatives of 105 Societies Amuse Themselves and Compete for Prizes.,5.0
JOHN J. INGALLS'S FUNERAL.; Interred in Family Vault in Mount Vernon Cemetery.,5.0
King Humbert's Fortune.,7.0
SENATOR FORAKER HOPEFUL.,7.0
BOSTON STOCK MARKET.,7.0
OUTSIDE SECURITIES; OUTSIDE SECURITIES,9.0
Article 1 -- No Title,7.0
"""MIKE THE BITE'S"" HEROISM.; Extinguishes Fire with a Bucket of Beer and an Awestruck but Admiring Populace Remembers Him.",5.0
THREE PERSONS DROWNED.; Albert J. Schwab Loses His Life After a Gallant but Futile Attempt at Rescue.,5.0
"DOCTOR'S MURDEROUS STREAK.; Liquor Crazed, He Kills His Uncle, Mother-in-Law, and the Sheriff -- Killed by the Sheriff's Son.",5.0
Great Amateur Boxing Tournament.,1.0
MADE UNCONSCIOUS BY SHOCK.; Workmen in Power House Come in Contact with a Live Cable.,5.0
Talkers at the Park Concerts.,1.0
Obituary 2 -- No Title,1.0
Front Page 6 -- No Title,7.0
THE CONVICTION OF POWERS.,6.0
Tombs of German Emperors Opened.,1.0
MR. M'LAUGHLIN'S DEGRADED ORGANIZATION.,5.0
YOUTSEY'S TRIAL POSTPONED.; Only the Question of the Defendant's Illness Taken into Account.,5.0
Front Page 4 -- No Title,7.0
REAL ESTATE TRANSFERS.,9.0
MR. HESS'S FOES BEATEN.; Bitter Attack in Minority Report of District Committee.,5.0
OUTSIDE SECURITIES.,9.0
MARYLAND'S GREAT STORMS.; Much Damage to Fruit Crops and Buildings -- Fatalities Reported -- The Hot Spell Broken.,5.0
WILL SPARE CHINA'S RULERS.,7.0
More Work for Anthracite Miners.,7.0
Rochester's Convention of Odd Fellows.,7.0
"BURGLAR KILLS YOUNG WOMAN.; Deliberately Shoots Down May Fosburg, Whose Father's House in Pittsfield He Was Robbing.",9.0
PRIEST PLACED UNDER ARREST.; Was Thrown in Boarding a Trolley Car and Became Angry.,5.0
Chicago Takes Lessons Here.,7.0
Cruiser Montgomery Coming Home.,1.0
"$49,000 IN PUBLIC BEQUESTS.; Sally M. Waln of Philadelphia Leaves Money to Divers Societies.",5.0
CHRISTIAN SCIENTISTS' ROW.,7.0
ROMANCE IN VETERAN'S RETURN.; Rival Tried to Make Girl Believe Her Lover Was Dead.,5.0
WHERE IS THE SILVER ?,1.0
MICHIGAN'S SEVERE STORM.; Great Damage to Crops -- Knights of Pythias Camp Destroyed.,5.0
IN THE REAL ESTATE FIELD; Sales by Brokers -- Upper Broadway Apartment House Transferred -- Auction Offerings for To-day.,5.0
GOLF ON THE WAUMBEK LINKS.; New Hampshire Resort's Tournament Opens with Thirty-four Players.,5.0
Son Causes Father's Suicide.,7.0
Marriage Announcement 1 -- No Title,1.0
SHIPS FOR EASTERN SYNDICATE.; Contract for Four Steamers Given Chicago Firm.,5.0
RICHARD CROKER RETURNS; Tammany Chief Takes Personal Charge at the Wigwam. A SHOT AT EUGENE WOOD Fight for Control of the State Convention Now on in Earnest -- Justice Herrick and the Governorship.,5.0
Missionaries in China.,1.0
Front Page 2 -- No Title,7.0
INTERCOLLEGIATE TENNIS.; Place of Tournaments to be Changed to Philadelphia.,5.0
"CHICAGO'S POPULATION.; Official Census Return Gives 1,698,575, an Increase of 598,725 in Ten Years.",4.0
Bridegroom's Mysterious Disappearance,7.0
ORDERS STACHELBERG'S RELEASE; Justice Hooker Confirms the Decision of the Jury that He Is Sane.,5.0
"MRS. VAN BENSCHOTEN DEAD.; Is Said to Have Once Been a Society Leader in New York, and Died in Poverty.",9.0
STEWART DESERTS BRYAN; Nevada Senator Condemns His Pledged Philippine Attitude. Believes the People Will Repudiate Him -- Declares He Is Making War on Ghosts.,9.0
ALLIES IN PEKING IN NEED OF HELP; Urgent Requests for Reinforcements Sent to the Coast. EMPRESS FLEES TO SHEN-SI Court Will Probably be Established at the Old Capital. China Again Appeals to the United States to Bring About the Cessation of Hostilities.,5.0
Cresceus and the Stallion Record.,1.0
SHIRTWAIST MAN IN COURT.; Chicago Publisher Brings Suit Against Restaurant Proprietor.,5.0
KANSAS CITY FIRE CHAMPIONS.; They Win the Cup in the Professional Class by a Large Margin.,9.0
MRS. MONNET SHOT.; Wife of Ohio's ex-Attorney General Wounded by Careless Boys.,5.0
Mrs. Lucy Parsons Fined $50.,7.0
Wild West Show Creates Panic.,7.0
In Continental Centres.,1.0
Article 9 -- No Title,1.0
"ANDREW MACK'S NEW PLAY.; ""The Rebel"" Is Produced at the Academy of Music Before a Large Audience.",10.0
MISS DAVIES ADJUDGED INSANE.; She Applied for a Military Escort to Protect Her from Persecution.,5.0
"FATAL FIRE IN HAMILTON, MON.; Caused by Two Intoxicated Men, One of Whom Is Dead.",5.0
WALDERSEE STARTS FOR CHINA.,7.0
New Lightship on Diamond Shoals.,1.0
The Canada's Series of Misfortunes.,1.0
TRIAL OF THE ALABAMA.; Battleship to be Tested Off New England Coast Next Week.,5.0
NEW JERSEY LABOR CONGRESS.; Delegates Welcomed by Mayor Williamson -- The Officers Elected.,9.0
"PERRY S. HEATH'S SUCCESSOR.; William M. Johnson of Hackensack, N.J., to be First Assistant Postmaster General.",1.0
Article 5 -- No Title,7.0
Newport Golf Match Results.,1.0
GEN. GORDON'S STATEMENT.; Leader of the United Confederate Veterans Replies to Criticism.,9.0
MISS GOULD GIVES PLANTS.; Specimens from Her Conservatories for the Botanical Gardens.,5.0
Student Brakeman Killed.,7.0
Dr. Edward Everett Hale's Associate.,1.0
Article 12 -- No Title,1.0
Obituary Notes.,1.0
NEGRO PASTOR'S ADVICE.; In Reviewing Recent New Orleans Race Riot He Tells His People How to Behave.,5.0
IRON MEN WANT LOWER RATES.; Metal Accumulating in Alabama Owing to Little Export.,5.0
SUICIDE REFUSES ALL AID.; Unidentified Man's Jump from a Bridge in Newark.,5.0
STONE CRITICISES ROOSEVELT.; Says the Governor's Letter to John M. Palmer Is a Farce.,1.0
CHICAGO QUOTATIONS.,1.0
GOV. ROOSEVELT'S PLANS; Confers with Mr. Hanna and Other Republican Leaders. Awaits Mayor Van Wyck's Answer -- Gardiner Case Delayed -- Talk of Justice Smyth's Successor.,5.0
BALL AT NARRAGANSETT.,1.0
Farmer Murders a Family.,7.0
GONFALON WON BY A HEAD.; In Closest Finish of the Day at Saratoga Outsider Was First.,5.0
"MORE RAIN IN INDIA.; Crops Promise Well, and Free Kitchens Will Soon Disappear.",5.0
THE PRESIDENT'S TRIP.; Will Be in Chicago for the G.A.R. Encampment on Saturday.,5.0
ENDEAVORERS COMING BACK.; Most of Those in Paris Will Leave Cherbourg To-day.,5.0
American Hose in England.,7.0
Article 7 -- No Title,7.0
Front Page 3 -- No Title,7.0
Front Page 7 -- No Title,7.0
Dividend for Rutland Bank Creditors.,1.0
Front Page 9 -- No Title,7.0
Break in the Erie Canal.,1.0
Genesee County Republicans.,7.0
RUSSIA AND GREAT BRITAIN.; Former Trying to Upset the Existing Anglo-American Harmony.,5.0
Results of Harness Races.,1.0
ROUMANIA PREPARES FOR WAR.; Bulgarian Reply to Note Said to be Aggressive in Tone.,5.0
NEW YORK BEATS PITTSBURG.; Tannehill's Loss of Form and Defeated Team's Bad Playing Responsible for the Result.,5.0
ANOTHER RUSSIAN VICTORY.,7.0
Kriegerbund in Session.,7.0
Test of Third Rail Line.,1.0
Clothing Burned Off by Lightning.,1.0
Judge Hallett Will Stump for Bryan.,7.0
To Sail from San Francisco.,7.0
THE MANCHESTER MARKET.,1.0
GERMANY EXPELS ANARCHISTS.; 186 Foreigners Banished Since King Humbert's Assassination.,5.0
YACHT CLUB MANAGER ARRESTED.; He Is Charged with Selling Liquor Without a License.,5.0
EX-CORONER COOMBS FREE.; His Term of Imprisonment for Presenting a False Claim Expires -- Not Required to Pay Fine.,3.0
DE WET'S FORCE ATTACKED.; Col. Mahon Engaged the Boer Leader Fifteen Miles from Pretoria -- Many Skirmishes.,5.0
New Time System in Spain.,1.0
Article 1 -- No Title,7.0
115 Degrees in Kansas.,7.0
Article 3 -- No Title,7.0
HILL'S FRIEND TALKS WITH MR. COLER; Elliot Danforth's Prediction as to the Nomination. ATTITUDE OF KINGS COUNTY Brooklyn Leaders Will Indorse Controller for Governor If Tammany Can Be Won Over.,10.0
Article 6 -- No Title,7.0
"THE BRONX'S LARGE GAIN; It Shows an Increase of 127.70 Per Cent. in Population. Leads the Five Boroughs in Relative Growth -- Queens Comes Second, with 75.76 Per Cent.",5.0
PHILADELPHIA PRICES.,1.0
Miss Lockwood to Try Again.,7.0
Rivalry Between One-Legged Cyclists.,7.0
Warships to Be Laid Up.,1.0
THE NEWS OF NEWPORT.,9.0
Article 11 -- No Title,1.0
Convict Commits Suicide.,1.0
SENAT0R HANNA PLEASED; Comments on China News and the Anti-Imperialists. Attempt to Establish Connection Between Philippine Troubles and the Boxers He Calls Idiocy.,9.0
Anarchists Wear Bresci Buttons.,7.0
